person_id,first_name,last_name,date_of_birth,driver_license_number,driver_license_state,address_line_1,address_line_2,city,state,postal_code,country,lob_type,synthetic_source
7d63a290-966b-f096-f61f-0c2d49e44b59,Casey,Thompson,1973-01-01,AZ6846264,AZ,122 Main Street,,Tempe,AZ,85162,US,Personal,enterprise-synthetic-data-hub v0.1
c767fad0-738f-6880-457a-c3702ba13294,Taylor,Zhou,2002-02-07,NV5312266,NV,123 Main Street,,Las Vegas,NV,89110,US,Commercial,enterprise-synthetic-data-hub v0.1
348fcd30-8539-d6e1-2321-38443174b862,Logan,Patel,2016-09-10,CA5852793,CA,124 Main Street,Apt 224,San Mateo,CA,94635,US,Commercial,enterprise-synthetic-data-hub v0.1
d6aa4616-1176-5188-999d-1916ff052094,Taylor,Garcia,2000-11-14,OR9926838,OR,125 Main Street,,Eugene,OR,97437,US,Commercial,enterprise-synthetic-data-hub v0.1
7e278b09-e267-7c1b-f2a6-501af0ef2fac,Alex,Nguyen,1971-08-21,CA4902203,CA,126 Main Street,,San Mateo,CA,94621,US,Commercial,enterprise-synthetic-data-hub v0.1
fafe8d03-ebcc-24d9-2309-7390ac89d7f7,Avery,Patel,1999-10-31,OR2147432,OR,127 Main Street,Apt 227,Eugene,OR,97183,US,Personal,enterprise-synthetic-data-hub v0.1
7593d345-66fc-ada5-d002-a1e4b75f320a,Logan,Smith,1986-02-15,WA5223366,WA,128 Main Street,,Tacoma,WA,98586,US,Personal,enterprise-synthetic-data-hub v0.1
ecb64da6-8974-93d8-dbc8-522363db5fea,Logan,Rivera,1998-01-31,OR6094386,OR,129 Main Street,,Portland,OR,97404,US,Commercial,enterprise-synthetic-data-hub v0.1
21eb8e58-3d78-da8f-4e58-994fef959098,Taylor,Patel,2010-03-18,OR9397834,OR,130 Main Street,Apt 230,Eugene,OR,97078,US,Personal,enterprise-synthetic-data-hub v0.1
8889bbe2-dac6-a07a-4431-dc264d30f28e,Taylor,Smith,2022-05-25,CA8097083,CA,131 Main Street,,Walnut Creek,CA,94823,US,Commercial,enterprise-synthetic-data-hub v0.1
d9917491-b423-4cc2-195e-7ddd6bfcbf11,Alex,Zhou,2009-10-31,WA9256662,WA,132 Main Street,,Seattle,WA,98002,US,Personal,enterprise-synthetic-data-hub v0.1
43cfe531-13ef-dffa-ad76-cdd50b3fb0cc,Logan,Garcia,1982-06-14,WA7687130,WA,133 Main Street,Apt 233,Seattle,WA,98405,US,Commercial,enterprise-synthetic-data-hub v0.1
a745a238-2552-44ab-853b-8265279b2f17,Avery,Patel,1982-06-10,CA7432762,CA,134 Main Street,,San Mateo,CA,94881,US,Commercial,enterprise-synthetic-data-hub v0.1
95dbf411-ceb5-cc7b-dfcf-4dca47e5ba8b,Casey,Thompson,1972-12-29,CA5937275,CA,135 Main Street,,San Mateo,CA,94919,US,Commercial,enterprise-synthetic-data-hub v0.1
dd33fa54-2317-d81f-6084-5b64fd37bae8,Jordan,Rivera,1981-12-23,CA4564347,CA,136 Main Street,Apt 236,Walnut Creek,CA,94948,US,Personal,enterprise-synthetic-data-hub v0.1
63486ecb-ca22-8050-6975-7514c5bd6920,Morgan,Zhou,2012-03-03,NV1531800,NV,137 Main Street,,Las Vegas,NV,89154,US,Commercial,enterprise-synthetic-data-hub v0.1
e195c588-37d7-a954-f3ab-9d3237b219f0,Taylor,Nguyen,1984-10-06,WA4475397,WA,138 Main Street,,Seattle,WA,98339,US,Personal,enterprise-synthetic-data-hub v0.1
d6db5475-bfac-ffbe-faae-6642024dd514,Avery,Rivera,2018-09-03,CA4412063,CA,139 Main Street,Apt 239,Walnut Creek,CA,94829,US,Personal,enterprise-synthetic-data-hub v0.1
16cc5e17-355b-15f7-5bb3-277d4bc5e3f3,Alex,Zhou,2009-06-25,OR9983802,OR,140 Main Street,,Portland,OR,97033,US,Personal,enterprise-synthetic-data-hub v0.1
3f082e1a-9c2b-cf86-cba5-466a99cbb021,Taylor,Patel,1988-10-16,AZ7386005,AZ,141 Main Street,,Phoenix,AZ,85098,US,Commercial,enterprise-synthetic-data-hub v0.1
3897e7db-6366-607d-eca0-f4cab010c50a,Casey,Nguyen,2012-03-30,NV6658390,NV,142 Main Street,Apt 242,Las Vegas,NV,88997,US,Personal,enterprise-synthetic-data-hub v0.1
d5351bd4-7670-53d3-525e-c600b87a32d6,Logan,Nguyen,1978-06-25,CA1412221,CA,143 Main Street,,Walnut Creek,CA,94825,US,Personal,enterprise-synthetic-data-hub v0.1
c3f79def-be14-3db3-b744-0b7b22b37e77,Logan,Zhou,1986-12-30,OR5611165,OR,144 Main Street,,Eugene,OR,97404,US,Personal,enterprise-synthetic-data-hub v0.1
4d200cd0-fccf-1981-1123-e6509974b87d,Logan,Nguyen,2006-06-20,OR2782032,OR,145 Main Street,Apt 245,Eugene,OR,97413,US,Personal,enterprise-synthetic-data-hub v0.1
d178f78f-b52b-7a73-1c5a-bd59a0d2ead1,Casey,Rivera,1989-03-09,AZ4849973,AZ,146 Main Street,,Tempe,AZ,85034,US,Personal,enterprise-synthetic-data-hub v0.1
5e30b846-48de-f84e-9613-51624e54769b,Morgan,Garcia,2008-01-13,NV9076602,NV,147 Main Street,,Las Vegas,NV,89130,US,Commercial,enterprise-synthetic-data-hub v0.1
80b7b022-90f5-fdc3-4f91-8165f0ab626c,Casey,Patel,1978-10-30,AZ1192250,AZ,148 Main Street,Apt 248,Tempe,AZ,85231,US,Personal,enterprise-synthetic-data-hub v0.1
88629936-4a87-bd7e-7660-9f70758cc7bd,Morgan,Nguyen,2007-11-27,NV3204915,NV,149 Main Street,,Henderson,NV,89185,US,Personal,enterprise-synthetic-data-hub v0.1
8536bc67-c7b3-a23b-2d2f-8d1b2a8e7d9e,Taylor,Rivera,1983-11-08,AZ7974341,AZ,150 Main Street,,Tempe,AZ,85130,US,Personal,enterprise-synthetic-data-hub v0.1
3202c04e-8f3c-adde-2cc4-cafff7908ce0,Avery,Thompson,1974-01-13,OR1835591,OR,151 Main Street,Apt 251,Eugene,OR,97521,US,Personal,enterprise-synthetic-data-hub v0.1
b87c997e-e9d3-306e-1f18-7e67d267d73b,Avery,Zhou,1977-10-14,OR8235740,OR,152 Main Street,,Eugene,OR,97363,US,Personal,enterprise-synthetic-data-hub v0.1
db040ea6-4818-3871-524c-620a4c889e16,Casey,Rivera,2012-06-14,WA9920571,WA,153 Main Street,,Tacoma,WA,98462,US,Personal,enterprise-synthetic-data-hub v0.1
833e57ff-20a9-61c7-db72-f458b3da41ec,Avery,Nguyen,1999-04-03,WA5696907,WA,154 Main Street,Apt 254,Seattle,WA,98503,US,Commercial,enterprise-synthetic-data-hub v0.1
9ff24d32-4f3e-3317-b340-bdff71d12ed9,Avery,Nguyen,1995-06-19,AZ4489713,AZ,155 Main Street,,Phoenix,AZ,85249,US,Personal,enterprise-synthetic-data-hub v0.1
1a3ce021-d2eb-22bb-878d-021e4a550e71,Alex,Thompson,2019-08-12,WA2577353,WA,156 Main Street,,Seattle,WA,98289,US,Commercial,enterprise-synthetic-data-hub v0.1
21aba3c1-bc7a-450d-577f-9e8401c13d06,Casey,Zhou,1990-05-01,OR5184763,OR,157 Main Street,Apt 257,Eugene,OR,97447,US,Personal,enterprise-synthetic-data-hub v0.1
8520c214-ebb2-744c-fd1f-a134af11b886,Avery,Nguyen,1972-09-25,CA2767920,CA,158 Main Street,,San Mateo,CA,94699,US,Personal,enterprise-synthetic-data-hub v0.1
37587323-bf06-2f2f-e2cc-e3e5d5b26934,Jordan,Thompson,1986-01-19,OR8248719,OR,159 Main Street,,Portland,OR,97226,US,Personal,enterprise-synthetic-data-hub v0.1
144cfb72-456a-35d1-b5d4-0ce58308d2a5,Avery,Zhou,1982-08-24,AZ7157549,AZ,160 Main Street,Apt 260,Tempe,AZ,85086,US,Commercial,enterprise-synthetic-data-hub v0.1
0160c4e6-ba5e-c307-fac0-a13a99b06764,Casey,Thompson,1971-05-02,OR1724924,OR,161 Main Street,,Eugene,OR,97294,US,Personal,enterprise-synthetic-data-hub v0.1
41cf841f-20c2-b7b5-235f-2cd0621fc4d3,Alex,Zhou,2016-05-16,CA9692599,CA,162 Main Street,,Walnut Creek,CA,94837,US,Personal,enterprise-synthetic-data-hub v0.1
b271a33b-5c6e-d234-d6a7-b8eed1737259,Alex,Nguyen,2012-08-22,OR9777686,OR,163 Main Street,Apt 263,Eugene,OR,97015,US,Personal,enterprise-synthetic-data-hub v0.1
84dc6072-b5bb-6049-9d18-3e620ed69260,Avery,Smith,1995-12-16,CA3106175,CA,164 Main Street,,San Mateo,CA,94754,US,Commercial,enterprise-synthetic-data-hub v0.1
7cbf06db-8d3b-d5a1-52c5-7f467b4f1342,Logan,Thompson,1974-10-04,WA8050919,WA,165 Main Street,,Tacoma,WA,98499,US,Commercial,enterprise-synthetic-data-hub v0.1
267c9c6d-872b-5d48-1abd-8ed422ce611a,Morgan,Rivera,1982-12-05,NV2410551,NV,166 Main Street,Apt 266,Henderson,NV,89077,US,Personal,enterprise-synthetic-data-hub v0.1
f0cc268e-4bae-93f1-978f-efc84d75d1a0,Morgan,Rivera,2011-06-30,NV5805400,NV,167 Main Street,,Henderson,NV,89079,US,Personal,enterprise-synthetic-data-hub v0.1
0daedb98-2d74-93ca-4b68-1b4762a3ffe3,Jordan,Zhou,2020-01-24,OR6944012,OR,168 Main Street,,Eugene,OR,97515,US,Personal,enterprise-synthetic-data-hub v0.1
9d512603-a1a9-1752-2af5-2b80ae7c6f0b,Casey,Garcia,2019-08-06,AZ9789381,AZ,169 Main Street,Apt 269,Tempe,AZ,85060,US,Commercial,enterprise-synthetic-data-hub v0.1
303b89d3-a40d-9c6c-f8b1-d9ce479fd1d7,Logan,Nguyen,2003-12-31,WA4287157,WA,170 Main Street,,Tacoma,WA,98408,US,Personal,enterprise-synthetic-data-hub v0.1
f4746789-9404-b1d2-37d3-0ab3818f8793,Casey,Garcia,2005-09-25,CA1775085,CA,171 Main Street,,San Mateo,CA,94693,US,Commercial,enterprise-synthetic-data-hub v0.1
d1d69a32-14a7-73a2-31ad-ff27144cf425,Casey,Rivera,1999-09-20,AZ6059737,AZ,172 Main Street,Apt 272,Phoenix,AZ,85190,US,Personal,enterprise-synthetic-data-hub v0.1
095e0b91-846a-4f4d-a8f0-7d4324c35f35,Alex,Garcia,2020-11-19,OR5464253,OR,173 Main Street,,Eugene,OR,97195,US,Personal,enterprise-synthetic-data-hub v0.1
a9b563a5-1989-33ac-65dc-896d9e10c708,Morgan,Garcia,1982-08-11,NV4299503,NV,174 Main Street,,Las Vegas,NV,88992,US,Personal,enterprise-synthetic-data-hub v0.1
c0a5c717-c438-c899-51de-dd0496369f54,Taylor,Patel,2012-03-18,CA2360725,CA,175 Main Street,Apt 275,San Mateo,CA,94666,US,Personal,enterprise-synthetic-data-hub v0.1
03ddd582-8334-884f-f594-a56569ee0a75,Jordan,Nguyen,1993-02-04,NV8988727,NV,176 Main Street,,Las Vegas,NV,88981,US,Personal,enterprise-synthetic-data-hub v0.1
a370966e-a7a5-b151-3d5e-b15a158b0c1f,Alex,Thompson,1979-05-22,WA3993371,WA,177 Main Street,,Tacoma,WA,98314,US,Personal,enterprise-synthetic-data-hub v0.1
3b697dc0-e232-ba2a-abc4-63045acbd0c6,Logan,Nguyen,2012-08-01,CA6839630,CA,178 Main Street,Apt 278,Walnut Creek,CA,94940,US,Commercial,enterprise-synthetic-data-hub v0.1
07a328e9-0622-29d2-9ee3-7ff4c028534e,Logan,Rivera,1980-02-23,AZ5755751,AZ,179 Main Street,,Tempe,AZ,85001,US,Commercial,enterprise-synthetic-data-hub v0.1
40b5d8e5-8611-a6d7-cd21-fe139d530f2a,Alex,Garcia,1995-03-19,CA4644590,CA,180 Main Street,,Walnut Creek,CA,94764,US,Personal,enterprise-synthetic-data-hub v0.1
77d4cc12-1cae-4938-49c4-4240d49bc56a,Morgan,Garcia,1977-10-26,OR6093823,OR,181 Main Street,Apt 281,Portland,OR,97035,US,Personal,enterprise-synthetic-data-hub v0.1
c4bb6b68-8e90-bddc-ca3c-06498f569854,Avery,Patel,2010-05-10,CA3482885,CA,182 Main Street,,Walnut Creek,CA,94889,US,Personal,enterprise-synthetic-data-hub v0.1
23aa8f02-6aba-081b-3396-ef7e93010b46,Avery,Garcia,1994-07-10,NV1101355,NV,183 Main Street,,Las Vegas,NV,89176,US,Personal,enterprise-synthetic-data-hub v0.1
fba6a41a-56be-3ebe-ee26-5419a5e7e88f,Taylor,Nguyen,1995-09-15,WA2021257,WA,184 Main Street,Apt 284,Seattle,WA,98116,US,Personal,enterprise-synthetic-data-hub v0.1
19ae30ba-5d1e-10b1-086f-1fa137263650,Taylor,Smith,1975-09-28,WA2506031,WA,185 Main Street,,Seattle,WA,98456,US,Personal,enterprise-synthetic-data-hub v0.1
4d47e957-32ef-bfd1-1039-f06e9f4719f8,Alex,Garcia,1988-09-06,CA6551689,CA,186 Main Street,,Walnut Creek,CA,94907,US,Commercial,enterprise-synthetic-data-hub v0.1
a51fffab-8c4d-8c14-6ec5-1be1803d00c1,Avery,Smith,1976-06-11,CA9746083,CA,187 Main Street,Apt 287,Walnut Creek,CA,94796,US,Personal,enterprise-synthetic-data-hub v0.1
f8a7fe90-e321-daf3-39e5-ab283e737013,Logan,Thompson,2015-02-24,OR6445964,OR,188 Main Street,,Portland,OR,97197,US,Personal,enterprise-synthetic-data-hub v0.1
88096cdb-57c8-f2d4-76f6-74f48ba579bf,Jordan,Garcia,1992-10-18,WA3879599,WA,189 Main Street,,Seattle,WA,98592,US,Commercial,enterprise-synthetic-data-hub v0.1
128e8151-249e-a3b8-74c7-c55cb1537404,Morgan,Thompson,1987-06-18,CA2822207,CA,190 Main Street,Apt 290,Walnut Creek,CA,94696,US,Commercial,enterprise-synthetic-data-hub v0.1
57237e1d-b76f-6e42-f7ae-a9bd5b4879e2,Taylor,Thompson,1973-01-31,CA2268989,CA,191 Main Street,,San Mateo,CA,94703,US,Personal,enterprise-synthetic-data-hub v0.1
9c2b9a10-9561-bb94-7c3b-c00bbe3f3900,Taylor,Smith,1992-09-12,NV1609694,NV,192 Main Street,,Henderson,NV,88912,US,Commercial,enterprise-synthetic-data-hub v0.1
e227cf44-f55a-260f-37ca-783740565712,Avery,Nguyen,2024-07-27,WA6778076,WA,193 Main Street,Apt 293,Tacoma,WA,98520,US,Commercial,enterprise-synthetic-data-hub v0.1
9adfd7fd-f63e-8583-a20d-b91daa03a3b5,Taylor,Nguyen,1995-08-03,NV8439374,NV,194 Main Street,,Henderson,NV,89003,US,Commercial,enterprise-synthetic-data-hub v0.1
8f9f1d5f-e34f-785e-3177-7fa92b7d602c,Jordan,Nguyen,1987-09-12,CA7471494,CA,195 Main Street,,Walnut Creek,CA,94723,US,Personal,enterprise-synthetic-data-hub v0.1
823538e3-a6a6-2d43-1aac-b03ed52d8b66,Casey,Zhou,2007-04-09,AZ7166063,AZ,196 Main Street,Apt 296,Phoenix,AZ,85193,US,Personal,enterprise-synthetic-data-hub v0.1
d7fdea77-7361-0833-dedf-e8aacc88a0a7,Taylor,Smith,1977-02-24,NV3229666,NV,197 Main Street,,Henderson,NV,89011,US,Personal,enterprise-synthetic-data-hub v0.1
05cfda95-cea7-0215-4ff1-c381dd642eae,Avery,Zhou,2021-04-08,AZ7712091,AZ,198 Main Street,,Tempe,AZ,85071,US,Personal,enterprise-synthetic-data-hub v0.1
d30a582c-f47b-198a-9bcd-06959e01cb3d,Morgan,Rivera,2018-08-12,CA8644029,CA,199 Main Street,Apt 299,San Mateo,CA,94884,US,Personal,enterprise-synthetic-data-hub v0.1
bbc1fddc-182c-8843-e266-76e733b86faf,Casey,Zhou,2021-07-13,AZ2466978,AZ,200 Main Street,,Phoenix,AZ,85288,US,Commercial,enterprise-synthetic-data-hub v0.1
894b4b14-dd9d-40ca-9d64-b44ce3c7eb0c,Logan,Thompson,2015-08-03,OR9191289,OR,201 Main Street,,Eugene,OR,97087,US,Personal,enterprise-synthetic-data-hub v0.1
7174cb25-dc0d-4eb9-78ae-db72a6e59cb1,Jordan,Rivera,1998-03-24,CA3123969,CA,202 Main Street,Apt 302,Walnut Creek,CA,94628,US,Commercial,enterprise-synthetic-data-hub v0.1
4b9f7f2e-7e06-1d0c-a108-033ff78ef816,Alex,Patel,1988-07-07,CA1080997,CA,203 Main Street,,San Mateo,CA,94769,US,Personal,enterprise-synthetic-data-hub v0.1
b77fb9e8-af20-f05f-251a-42c6c8c6aa09,Casey,Zhou,2020-09-18,AZ9623166,AZ,204 Main Street,,Phoenix,AZ,85075,US,Personal,enterprise-synthetic-data-hub v0.1
135db03d-fb9f-0899-31ba-a20bcac8f6f0,Casey,Smith,1987-12-01,OR8866979,OR,205 Main Street,Apt 305,Portland,OR,97483,US,Personal,enterprise-synthetic-data-hub v0.1
ae8ca484-380d-36ec-a9c0-44f5aca4ade0,Avery,Thompson,2015-07-16,OR9481593,OR,206 Main Street,,Portland,OR,97565,US,Personal,enterprise-synthetic-data-hub v0.1
a705e957-04b9-e514-89f0-617b1227eda2,Logan,Zhou,1995-12-17,WA6389260,WA,207 Main Street,,Tacoma,WA,98547,US,Personal,enterprise-synthetic-data-hub v0.1
8dfe5dc4-dc5f-554c-2818-9f4faae365c3,Jordan,Garcia,1991-03-14,CA2186892,CA,208 Main Street,Apt 308,Walnut Creek,CA,94873,US,Personal,enterprise-synthetic-data-hub v0.1
4d6522b2-024e-6f1e-0033-f4ba24c59c6b,Avery,Smith,2015-04-14,WA9322330,WA,209 Main Street,,Tacoma,WA,98381,US,Personal,enterprise-synthetic-data-hub v0.1
2d3d41e5-f1b8-b424-43d3-de0071b9166d,Avery,Zhou,1996-11-23,WA1190341,WA,210 Main Street,,Tacoma,WA,98140,US,Personal,enterprise-synthetic-data-hub v0.1
b4f82fc4-1cbc-fd6c-5ed8-f93cec1bf8e9,Casey,Nguyen,2007-08-24,CA1102191,CA,211 Main Street,Apt 311,San Mateo,CA,94821,US,Personal,enterprise-synthetic-data-hub v0.1
e76aa44c-2177-8f6a-0ae5-54d7f4da053b,Casey,Nguyen,1997-03-06,WA2995009,WA,212 Main Street,,Tacoma,WA,98124,US,Personal,enterprise-synthetic-data-hub v0.1
830ba087-d956-c7f5-94ff-d25204947830,Taylor,Zhou,2006-10-13,OR4512776,OR,213 Main Street,,Portland,OR,97197,US,Personal,enterprise-synthetic-data-hub v0.1
268a4ba7-a971-4faa-eb5e-7734b9981f95,Logan,Zhou,1984-04-25,NV7291784,NV,214 Main Street,Apt 314,Las Vegas,NV,88999,US,Personal,enterprise-synthetic-data-hub v0.1
4597f9c6-e72b-67be-c3ab-dcffd6d21905,Avery,Thompson,1991-07-22,AZ9773544,AZ,215 Main Street,,Tempe,AZ,85099,US,Personal,enterprise-synthetic-data-hub v0.1
629bab0a-a5c6-e950-283e-31545359627b,Jordan,Thompson,1971-11-21,AZ4257804,AZ,216 Main Street,,Phoenix,AZ,85119,US,Personal,enterprise-synthetic-data-hub v0.1
bf5a235e-c3f4-73e9-0be6-bae7de6be51c,Casey,Zhou,1972-03-04,AZ9254039,AZ,217 Main Street,Apt 317,Phoenix,AZ,85004,US,Commercial,enterprise-synthetic-data-hub v0.1
ce2fff34-0657-b778-7101-6bba71c53213,Morgan,Rivera,2009-10-05,AZ7087688,AZ,218 Main Street,,Tempe,AZ,85028,US,Personal,enterprise-synthetic-data-hub v0.1
ad877e4e-1cd6-b821-6552-3f4bc45a89d3,Alex,Patel,1992-09-26,CA1279292,CA,219 Main Street,,San Mateo,CA,94874,US,Personal,enterprise-synthetic-data-hub v0.1
abe681c6-4885-da51-46d4-2dd610064756,Alex,Thompson,2010-12-02,CA8459443,CA,220 Main Street,Apt 320,Walnut Creek,CA,94925,US,Commercial,enterprise-synthetic-data-hub v0.1
076efbf0-7b2d-9a1e-e43b-0bba9beb84c2,Jordan,Thompson,2014-06-13,AZ1310120,AZ,221 Main Street,,Phoenix,AZ,85246,US,Personal,enterprise-synthetic-data-hub v0.1
d8bc351f-3823-e55c-e9a9-eee886885b77,Logan,Nguyen,1988-09-26,NV2000146,NV,222 Main Street,,Las Vegas,NV,89065,US,Personal,enterprise-synthetic-data-hub v0.1
4dabde3d-2ab5-54e3-ad15-1798bf39159d,Taylor,Nguyen,1987-03-23,CA9127984,CA,223 Main Street,Apt 323,San Mateo,CA,94890,US,Personal,enterprise-synthetic-data-hub v0.1
5d31360e-c88e-1ba5-fe57-5e0767fd8aea,Avery,Patel,2017-10-27,NV1493254,NV,224 Main Street,,Las Vegas,NV,89041,US,Commercial,enterprise-synthetic-data-hub v0.1
962333b8-c81d-c8fa-e5dd-8745b3084556,Logan,Thompson,2017-10-27,CA4421482,CA,225 Main Street,,San Mateo,CA,94684,US,Commercial,enterprise-synthetic-data-hub v0.1
26111f6d-bf33-b91c-f7b3-7c9163613de7,Alex,Patel,2009-10-28,CA5985891,CA,226 Main Street,Apt 326,Walnut Creek,CA,94773,US,Personal,enterprise-synthetic-data-hub v0.1
0d6d66f1-546b-fed8-cd98-1ede0fc3e3cc,Logan,Rivera,1997-08-24,OR6686350,OR,227 Main Street,,Eugene,OR,97208,US,Personal,enterprise-synthetic-data-hub v0.1
7b331b0d-ffee-b5a5-31e8-e46f4f1ebc3d,Casey,Rivera,2003-07-08,NV6210517,NV,228 Main Street,,Las Vegas,NV,89044,US,Commercial,enterprise-synthetic-data-hub v0.1
6ffeb738-2287-6c77-0634-b46ab3bc1dad,Morgan,Nguyen,2021-11-30,OR6865549,OR,229 Main Street,Apt 329,Portland,OR,97269,US,Personal,enterprise-synthetic-data-hub v0.1
057792bf-df0c-8aaa-12d4-ef43bd36a497,Avery,Smith,1971-10-04,NV3796203,NV,230 Main Street,,Las Vegas,NV,89010,US,Personal,enterprise-synthetic-data-hub v0.1
e2059fe9-5726-6b01-0a6d-559b2f1f9373,Taylor,Garcia,2000-08-10,NV4941515,NV,231 Main Street,,Henderson,NV,88996,US,Personal,enterprise-synthetic-data-hub v0.1
49c0d790-877a-0df0-2a80-59b380aca51a,Taylor,Nguyen,1992-10-15,WA2207152,WA,232 Main Street,Apt 332,Tacoma,WA,98439,US,Personal,enterprise-synthetic-data-hub v0.1
24ed7351-01dc-022b-a29a-08975369e48c,Casey,Thompson,1987-10-31,AZ9947353,AZ,233 Main Street,,Tempe,AZ,85253,US,Personal,enterprise-synthetic-data-hub v0.1
0df63a4e-455c-3240-4299-1d15b524a6fa,Alex,Garcia,1990-05-01,NV9014267,NV,234 Main Street,,Henderson,NV,89009,US,Personal,enterprise-synthetic-data-hub v0.1
c1bd219a-fb05-09a3-bc61-b2f817bef148,Morgan,Thompson,1991-04-21,WA1787483,WA,235 Main Street,Apt 335,Tacoma,WA,98358,US,Commercial,enterprise-synthetic-data-hub v0.1
c030b010-f07c-910c-f62c-0784177fb0a0,Casey,Nguyen,1988-08-24,OR7394732,OR,236 Main Street,,Portland,OR,97540,US,Commercial,enterprise-synthetic-data-hub v0.1
9cd62e59-0e56-35ec-d5b7-b0ebc88e7c55,Logan,Smith,2004-11-23,AZ2043271,AZ,237 Main Street,,Phoenix,AZ,85023,US,Commercial,enterprise-synthetic-data-hub v0.1
